Termin,T_Mit_2m,Luftfeuchte,Niederschlag_Summe,T_Min_2m,T_Max_2m,Sonnenstunden
2019-10-06T00:00:00,7.2,90.96,14.9,2.1,11.3,1.85
2019-10-07T00:00:00,7.1,95.5,1.4,6.1,9.3,0.017
2019-10-08T00:00:00,11.6,81.96,1.9,7.2,15.3,0.033
2019-10-09T00:00:00,11,88.67,9.1,8.5,14.8,0
2019-10-10T00:00:00,10,84.25,1.5,6.7,13,3.933
2019-10-11T00:00:00,9.7,83.58,0,3.5,17.8,9.983
2019-10-12T00:00:00,11.9,81.29,0,3,22.4,10.483
2019-10-13T00:00:00,13.9,81.29,0,6.9,22.2,10.183
2019-10-14T00:00:00,13.6,84.92,0,6.7,22.5,10.217
2019-10-15T00:00:00,12.4,86.29,3.9,6.1,19.3,8.883
2019-10-16T00:00:00,10.5,79.21,0,4.5,15.8,9.117
2019-10-17T00:00:00,10.4,81.17,0,3,19.8,9.1
2019-10-18T00:00:00,12.9,81.42,0.1,8.1,20.1,4.733
2019-10-19T00:00:00,11.2,87.29,0,8.1,14.7,2.6
2019-10-20T00:00:00,11.9,90.58,0,7.5,16.8,2.533
2019-10-21T00:00:00,11.9,91.42,0,7.5,16.5,2.017
2019-10-22T00:00:00,11.4,97.33,0,8.5,13,0
2019-10-23T00:00:00,10.6,97.88,0.1,7.1,13.5,1.133
2019-10-24T00:00:00,10.1,98.58,0,7.9,12.4,0
2019-10-25T00:00:00,12.3,89.29,0.1,6.4,18.8,4.3
2019-10-26T00:00:00,10.2,92.63,0.1,5.7,19,6.933
2019-10-27T00:00:00,12.4,81.71,3.7,4.6,20.5,8.55
2019-10-28T00:00:00,8,91.79,0.9,6,12,0
2019-10-29T00:00:00,6.6,88,0.4,5.7,7.5,0
2019-10-30T00:00:00,5.4,82.13,0,3.9,6.6,1.217
2019-10-31T00:00:00,3.1,84.92,0,0.6,5.7,0.133
2019-11-01T00:00:00,5,98.08,5.3,2.1,7.7,0
2019-11-02T00:00:00,11.1,90,0.8,7.2,16.8,2.5
2019-11-03T00:00:00,8.9,95.25,1.7,6.2,11.1,0.283
2019-11-04T00:00:00,9.7,81.33,8.2,5.6,13.6,4.583
2019-11-05T00:00:00,7,89.71,0.1,0.5,9.9,0.033
2019-11-06T00:00:00,5.2,92.96,0.1,0.5,9.2,0.6
2019-11-07T00:00:00,5.4,89.75,0,-0.3,10,6.517
2019-11-08T00:00:00,5,92.96,3.1,3.4,6.3,0
2019-11-09T00:00:00,3,90.21,0,-1.8,6.8,0.85
2019-11-10T00:00:00,0.6,96.58,0,-1.9,3,0
2019-11-11T00:00:00,0.6,94.46,1.6,-1,2.3,0
2019-11-12T00:00:00,3.7,93.29,2.8,1.4,5.4,0
2019-11-13T00:00:00,2.2,94.83,1,-1.1,5,0.017
2019-11-14T00:00:00,0.7,92.42,0,-2.2,4.1,3.9
2019-11-15T00:00:00,4.6,79.79,0,0.4,8.6,1.033
2019-11-16T00:00:00,4.5,89.17,0.1,1.6,5.7,0
2019-11-17T00:00:00,4.5,94.54,0.1,2.4,7.5,0.917
2019-11-18T00:00:00,3.9,81.29,0,0.9,8,6.933
2019-11-19T00:00:00,2.2,89.46,0,-1.4,6.2,3.767
2019-11-20T00:00:00,2.2,94.04,2.5,-0.9,3.9,0
2019-11-21T00:00:00,3,96,0.1,1.9,4.6,0
2019-11-22T00:00:00,2.7,99.08,0,1.9,3.4,0
2019-11-23T00:00:00,5.9,84.5,0,0.1,10.9,3.7
2019-11-24T00:00:00,6.1,85.67,0,0.6,10.8,2.1
2019-11-25T00:00:00,2.6,100,0,0.5,3.7,0
2019-11-26T00:00:00,4.9,97.71,0.1,3.1,7.9,0.133
2019-11-27T00:00:00,4.2,98.17,0.4,2.3,7.2,0
2019-11-28T00:00:00,8.2,75.88,0.1,2.7,10.6,1.133
2019-11-29T00:00:00,5.7,88.33,4.6,0.4,8.4,0.233
2019-11-30T00:00:00,1.3,89.67,0,-1.8,5.4,1.533
2019-12-01T00:00:00,-0.1,87.33,1.4,-1.9,1,0.283
2019-12-02T00:00:00,0.2,89.08,0,-0.5,1,0.083
2019-12-03T00:00:00,0.1,82.5,0,-2.8,4.6,4.95
2019-12-04T00:00:00,-1.2,85.38,0,-4.1,2.8,7.8
2019-12-05T00:00:00,-3.1,98.29,0,-5.4,-1.9,0
2019-12-06T00:00:00,-2.4,97.92,0.9,-4.1,0.7,2.833
2019-12-07T00:00:00,6,80.96,0,-2.4,8.6,1.933
2019-12-08T00:00:00,6.5,78.21,0.6,0.8,9.9,6.6
2019-12-09T00:00:00,6.2,78.54,2.7,3.8,9.8,2.617
2019-12-10T00:00:00,1.1,88.96,0,-3.7,4.3,0.983
2019-12-11T00:00:00,-1.8,89.21,2.5,-5.5,2.3,3.733
2019-12-12T00:00:00,0.9,95.71,0.5,-2.9,3,0
2019-12-13T00:00:00,1,88,2.4,-2.7,4.6,0.8
2019-12-14T00:00:00,5.4,71.38,4.2,0.6,8.5,3.283
2019-12-15T00:00:00,8.1,81.75,0.4,4,13.3,3.067
2019-12-16T00:00:00,3.2,90.71,0,0.2,6.6,3.317
2019-12-17T00:00:00,3.7,88.21,0,0.4,7.6,0.317
2019-12-18T00:00:00,6.7,85.75,0,2,14.1,4.017
2019-12-19T00:00:00,3.6,92.75,0,0.3,8.5,4.517
2019-12-20T00:00:00,6.2,82.38,6.4,0.7,11.8,3.383
2019-12-21T00:00:00,3.5,97.71,1.4,-1.5,6.2,0
2019-12-22T00:00:00,3.1,93.42,1.2,-1.2,7.2,0
2019-12-23T00:00:00,5.1,87.21,0.9,4.4,6.3,0.05
2019-12-24T00:00:00,4.6,88,9,1.3,6.6,3.383
2019-12-25T00:00:00,5,89.71,10.8,2.4,6.7,0.167
2019-12-26T00:00:00,2.8,90.21,1.3,1.1,6.2,3.65
2019-12-27T00:00:00,2,97.04,2.1,-1.1,3.8,0
2019-12-28T00:00:00,-1,87.83,0,-3.9,1.9,1.217
2019-12-29T00:00:00,-3.3,87.75,0,-6.2,0.7,7.683
2019-12-30T00:00:00,-2.2,87.29,0,-6,2.9,7.633
2019-12-31T00:00:00,1.5,77.38,0,-2.8,5.6,6.517
2020-01-01T00:00:00,0.3,89.33,0,-3.8,3.6,7.633
2020-01-02T00:00:00,-2.9,98.58,0,-4.7,-1.5,0
2020-01-03T00:00:00,1.1,89.08,0.8,-3.7,6,4.917
2020-01-04T00:00:00,3.7,85.67,1.3,2.4,6,0
2020-01-05T00:00:00,1.9,92.96,0.2,-2.1,3.6,0.3
2020-01-06T00:00:00,-1.4,94.17,0,-3.9,3,5.833
2020-01-07T00:00:00,0,95.92,2.2,-4.8,3.1,0
2020-01-08T00:00:00,0.4,97.92,0,-2.4,2.8,0
2020-01-09T00:00:00,4.4,83.04,0,-0.1,12.1,6.417
2020-01-10T00:00:00,5.6,74.83,0.3,-1.4,10.2,5.383
2020-01-11T00:00:00,2.7,85.33,0,-2.5,7,3.417
2020-01-12T00:00:00,-1.9,96.5,0,-4.1,2.2,4.233
2020-01-13T00:00:00,1,85.08,0,-2.5,4.7,0.017
2020-01-14T00:00:00,0.9,81.17,0,-3.5,7.7,6.7
2020-01-15T00:00:00,1,83.33,0,-3.1,7.4,8.1
2020-01-16T00:00:00,3.4,83.25,0,-1.3,8.7,4.467
2020-01-17T00:00:00,2.5,86.25,2.5,-3.9,9.9,7.383
2020-01-18T00:00:00,3,93.79,1,0.4,5.1,0.033
2020-01-19T00:00:00,0.2,93.08,0,-1.4,2.5,0.883
2020-01-20T00:00:00,0.2,90.75,0,-1.3,2.6,1.217
2020-01-21T00:00:00,-1.6,89.5,0,-3.3,-0.5,0
2020-01-22T00:00:00,-3.4,96.29,0,-3.9,-2.4,0
2020-01-23T00:00:00,-2.3,95.04,0,-4.4,0.2,0
2020-01-24T00:00:00,-1,90.38,0,-2.8,4.9,5.3
2020-01-25T00:00:00,0.5,91.33,0,-4.2,7.2,3.383
2020-01-26T00:00:00,1.5,92.33,1.3,-1.1,6.9,1.7
2020-01-27T00:00:00,3.3,88.92,0.6,-1,10,5.017
2020-01-28T00:00:00,3.5,83.79,2.4,0.6,6.8,1.3
2020-01-29T00:00:00,2,84.46,3.2,0.3,3.9,0.567
2020-01-30T00:00:00,4.5,80.17,2,0.9,8.3,5.7
2020-01-31T00:00:00,10.6,81.79,0,6.9,13.4,2.033
2020-02-01T00:00:00,9.2,83.96,7.8,2.8,14.5,5.783
2020-02-02T00:00:00,9.5,87.79,12.7,6.4,12.1,0.117
2020-02-03T00:00:00,6.4,92.96,18.9,5,7.6,0
2020-02-04T00:00:00,3.8,85.08,1.9,0.5,12.5,1.95
2020-02-05T00:00:00,1.1,75.63,0,-2.8,3.2,1.133
2020-02-06T00:00:00,-0.6,80.17,0,-3.9,5.2,9.267
2020-02-07T00:00:00,-1,84.13,0,-5.1,3.5,9.167
2020-02-08T00:00:00,0.2,84.5,0,-4.8,7.8,8.033
2020-02-09T00:00:00,3.9,69.63,0,-3.2,12.3,8.15
2020-02-10T00:00:00,9.2,59.46,15.1,6,14.3,2.7
2020-02-11T00:00:00,3.6,78.75,1.2,0.7,7.8,0.933
2020-02-12T00:00:00,2.6,74.25,0.1,0.8,4.6,0.8
2020-02-13T00:00:00,3.6,76.54,0.9,-2,8.2,3.317
2020-02-14T00:00:00,5.4,79.08,0.7,2.9,6.9,0.267
2020-02-15T00:00:00,3.2,86.67,0,-1,9.3,6.9
2020-02-16T00:00:00,6.4,68.29,0,-0.3,14.5,2.117
2020-02-17T00:00:00,9.2,72.04,1.2,5.3,12.9,1.617
2020-02-18T00:00:00,5.4,69.88,0,1.6,8.1,3.417
2020-02-19T00:00:00,3.8,72.33,1.5,1.3,6.3,2
2020-02-20T00:00:00,3.5,78.71,2.1,-0.1,9.1,2.8
2020-02-21T00:00:00,4.5,67.25,0,1.7,7.6,8.117
2020-02-22T00:00:00,7.6,56.5,4.4,-0.7,14.2,8.717
2020-02-23T00:00:00,9.9,69.83,8.8,5.6,14.4,0.017
2020-02-24T00:00:00,5.1,90.29,0,2.6,10.8,1.017
2020-02-25T00:00:00,8.1,70.71,1.8,4.2,11.3,0.85
2020-02-26T00:00:00,2.6,78.08,1.1,-0.2,6.4,2.9
2020-02-27T00:00:00,1.8,78.29,5.4,0,5.2,2.433
2020-02-28T00:00:00,1.5,76.79,0.2,-1.2,4.7,5.267
2020-02-29T00:00:00,6.1,75.75,0.8,0.9,12,2.95
2020-03-01T00:00:00,7,74.71,1.8,3.2,12.4,5.6
2020-03-02T00:00:00,5.6,75.58,1.3,-0.7,8.9,5.1
2020-03-03T00:00:00,3.3,82.54,0.9,-1.3,5.5,0.05
2020-03-04T00:00:00,2.1,81.96,0,-1.7,6.5,3.5
2020-03-05T00:00:00,3,85.42,6.4,-2.1,7.5,0.183
2020-03-06T00:00:00,5.7,77.17,1.4,3,7.7,2.4
2020-03-07T00:00:00,3.2,85.38,0.4,0.3,4.9,0.15
2020-03-08T00:00:00,3.1,78.79,0.7,-2.5,9.4,9.833
2020-03-09T00:00:00,4.8,85.71,1.6,0.3,7.7,0.75
2020-03-10T00:00:00,4.5,87.67,12,1.1,9.2,0.083
2020-03-11T00:00:00,11.4,78.04,0,8,14.5,2.783
2020-03-12T00:00:00,11.6,74.75,0.8,7,16.3,6.933
2020-03-13T00:00:00,6.4,66.92,0,0.2,10.2,7.883
2020-03-14T00:00:00,3.5,74.46,0,-1.9,9.1,7.25
2020-03-15T00:00:00,4.5,68.25,0,-1.3,11.3,11.483
2020-03-16T00:00:00,7.1,68.71,0,-1.8,17,11.467
2020-03-17T00:00:00,8.1,82.13,0.8,2.8,12.4,0.383
2020-03-18T00:00:00,9.3,79.42,0,2.3,17.1,10.567
2020-03-19T00:00:00,9.6,75.29,0,1.7,17.5,11.467
2020-03-20T00:00:00,10.4,72.96,0.5,1.9,18.2,10.883
2020-03-21T00:00:00,3.5,92.42,7.9,0.1,8.6,0
2020-03-22T00:00:00,0.6,60.33,0,-2.6,4.4,11.7
2020-03-23T00:00:00,-0.9,51.21,0,-4.6,3.3,12.017
2020-03-24T00:00:00,-0.1,52.17,0,-4.5,4.7,11.917
2020-03-25T00:00:00,0.8,51.17,0,-3.5,5.6,11.95
2020-03-26T00:00:00,2.8,61.42,0,-2.4,8.5,7.683
2020-03-27T00:00:00,9,53.88,0,2.1,15.6,10
2020-03-28T00:00:00,8.7,55.88,0,-0.2,15.4,11.783
2020-03-29T00:00:00,5.9,61.92,0,1.3,9.2,3.667
2020-03-30T00:00:00,0.5,59.38,0,-4.6,5.2,5.617
2020-03-31T00:00:00,0,62.42,0,-6.2,6.1,7.167
2020-04-01T00:00:00,1,65.5,0,-5.5,8.5,12.25
2020-04-02T00:00:00,3.7,55.67,0,-5.3,12.7,12.433
2020-04-03T00:00:00,5.7,57.42,0,-0.3,13,8.45
2020-04-04T00:00:00,7.9,58.38,0,1,14,11.483
2020-04-05T00:00:00,9.8,49.38,0,3,16.2,12.633
2020-04-06T00:00:00,10.8,50.79,0,0.2,20.6,12.733
2020-04-07T00:00:00,12.2,50.42,0,0.9,20.3,12.7
2020-04-08T00:00:00,13.3,47.42,0,4.8,21.7,12.617
2020-04-09T00:00:00,12.7,52.96,0,2.4,20.9,12.317
2020-04-10T00:00:00,12.5,54.58,0,2.4,21.4,12.083
2020-04-11T00:00:00,12.3,54.5,0,3.3,20.3,12.817
2020-04-12T00:00:00,13.1,53.54,0,2.5,22.6,11.067
2020-04-13T00:00:00,12.2,57.54,0,2.1,21.2,9.183
2020-04-14T00:00:00,2.6,54.13,0,-3.3,7.6,8.517
2020-04-15T00:00:00,6.3,48.08,0,-4.7,16.1,12.867
2020-04-16T00:00:00,11.5,46.5,0,0.3,21.6,13.05
2020-04-17T00:00:00,14.8,53.58,0,4.8,24,10.383
2020-04-18T00:00:00,15.3,66.46,1.1,7.8,23.7,7.633
2020-04-19T00:00:00,14.3,70.25,0,8.4,19.1,11.533
2020-04-20T00:00:00,11.4,47.25,0,6.4,16.7,10.483
2020-04-21T00:00:00,12.5,38.83,0,6.9,18.7,12.883
2020-04-22T00:00:00,13.3,36.92,0,6.3,19.6,13.567
2020-04-23T00:00:00,12.3,42.79,0,4.4,19.5,13.583
2020-04-24T00:00:00,13.1,46.29,0,1.4,21.4,9.383
2020-04-25T00:00:00,12.8,44.54,0,7.2,18.8,13.45
2020-04-26T00:00:00,11.7,49.38,2.5,2.8,19.4,13.667
2020-04-27T00:00:00,12.8,68.83,0.1,6.6,19.7,6.583
2020-04-28T00:00:00,12.9,77.29,9.2,4,20.3,9.667
2020-04-29T00:00:00,10.4,91.08,5.2,5.8,13.2,0.767
2020-04-30T00:00:00,10,83.13,4.6,3.8,16,2.733
2020-05-01T00:00:00,10.3,79.75,1.8,5.3,15.4,5.75
2020-05-02T00:00:00,8.7,82.83,3.3,5.8,12.2,4.85
2020-05-03T00:00:00,8.8,74.58,0,3.5,15.2,6.533
2020-05-04T00:00:00,11.4,82.92,4.3,4.9,16.9,4.817
2020-05-05T00:00:00,9.7,72.88,0,5.3,13.9,7.65
2020-05-06T00:00:00,7.8,60,0,1.1,14.5,13.167
2020-05-07T00:00:00,10.7,62.42,0,0.6,20.1,14.05
2020-05-08T00:00:00,15,61,0,4,24.7,12.267
2020-05-09T00:00:00,18,64.17,0.1,10.4,25.8,10.1
2020-05-10T00:00:00,15.8,83.08,1.3,11.5,21.4,4.367
2020-05-11T00:00:00,11.1,90.63,6.7,1.9,18.1,0.3
2020-05-12T00:00:00,5.9,73.29,0.8,1.8,11.7,10.067
2020-05-13T00:00:00,6.7,90.21,7.6,4.3,8.8,0.2
2020-05-14T00:00:00,8.8,87.25,0.7,6.1,11.5,0.083
2020-05-15T00:00:00,8.6,84.25,0.2,5.9,10.5,0.033
2020-05-16T00:00:00,10.1,74.42,0,1.3,17,12.867
2020-05-17T00:00:00,12.8,63.13,0,3,20.5,13.483
2020-05-18T00:00:00,14.6,60.92,0,4.4,22.7,14.667
2020-05-19T00:00:00,17.4,55.33,0,6.9,24,13.217
2020-05-20T00:00:00,15.4,67.88,0,9.2,19.8,3.083
2020-05-21T00:00:00,16,65.54,0,9,22.8,9.75
2020-05-22T00:00:00,18.1,60.04,0.2,7.5,25.5,9.8
2020-05-23T00:00:00,14.1,83.79,3.9,7.7,21.3,0.517
2020-05-24T00:00:00,12.5,64.58,0.3,7.3,17.2,6.683
2020-05-25T00:00:00,13.1,71.58,1.6,8.2,17,4.317
2020-05-26T00:00:00,11.3,70.38,0,4.9,17.7,8.417
2020-05-27T00:00:00,12.7,63.38,0,3.3,20.2,13.517
2020-05-28T00:00:00,13,65.75,0.4,6.6,18.5,4.867
2020-05-29T00:00:00,11.1,73.54,0,4.7,16.4,2.75
2020-05-30T00:00:00,10.7,71.92,0,4.5,16.5,2.867
2020-05-31T00:00:00,12.5,62.08,0,6.4,17.7,9.583
2020-06-01T00:00:00,15.3,62.5,0,5.9,22.7,14.75
2020-06-02T00:00:00,16.5,54.46,0,7.7,24.2,14.667
2020-06-03T00:00:00,17.9,54.96,0,7,25.6,13.083
2020-06-04T00:00:00,15.1,76.92,4.1,11,19.2,0.517
2020-06-05T00:00:00,12.9,78.04,2.7,10.9,16.2,2.467
2020-06-06T00:00:00,14.9,79.46,8.8,12.7,18.9,0.717
2020-06-07T00:00:00,10.7,96.13,10.2,7,13.3,0.217
2020-06-08T00:00:00,12.1,79.5,10.8,6.9,16.6,3.55
2020-06-09T00:00:00,12.4,95.25,0.5,10.6,14.3,0.033
2020-06-10T00:00:00,12.9,95.25,4.5,11.9,14.3,0
2020-06-11T00:00:00,14.4,85.88,0,10,20.2,6.617
2020-06-12T00:00:00,18.4,67.42,0,8.1,25.8,15.267
2020-06-13T00:00:00,19.7,70.83,17.9,10.9,26.7,14.217
2020-06-14T00:00:00,14.1,95.5,23.1,12.7,15.1,0
2020-06-15T00:00:00,13.6,96.83,17.9,12.5,15.1,0
2020-06-16T00:00:00,15.5,90.83,0.3,13.1,20.3,3.067
2020-06-17T00:00:00,16.6,86.67,6.8,13.3,23.1,2.45
2020-06-18T00:00:00,15.9,77.71,0,11.8,21.7,10.283
2020-06-19T00:00:00,13.5,91.13,5.5,12.4,14.7,0.967
2020-06-20T00:00:00,14.4,87.42,3.8,11.2,18.6,2.183
2020-06-21T00:00:00,16.7,76.33,0,11.4,21.9,9.4
2020-06-22T00:00:00,18.1,76.04,0,10.4,23.5,7.667
2020-06-23T00:00:00,19,66.63,0,12.5,24.4,10.067
2020-06-24T00:00:00,18.7,56.5,0,11.2,24.1,14.917
2020-06-25T00:00:00,17,71.88,0,10.4,23.3,8.6
2020-06-26T00:00:00,18.3,76,21,8.6,26.8,12.25
2020-06-27T00:00:00,21.6,70.92,0,14.6,28.4,11.983
2020-06-28T00:00:00,20.5,77,13.9,13.2,26.3,11.6
2020-06-29T00:00:00,16.3,88.42,6.8,13.3,21.7,4.117
2020-06-30T00:00:00,18.1,74.17,0,11,24.1,14.233
2020-07-01T00:00:00,19.9,74.96,14.2,11.3,29.4,12.117
2020-07-02T00:00:00,18.7,86.13,23,14.7,24.4,6.067
2020-07-03T00:00:00,16.8,78.17,0,12.2,21.6,7.1
2020-07-04T00:00:00,17.7,73.17,0,9.4,23.8,14.617
2020-07-05T00:00:00,20.6,70.08,0,12.6,26.5,9.25
2020-07-06T00:00:00,16.5,72.54,1.2,8.5,21.1,8.283
2020-07-07T00:00:00,14,68.13,0,7.6,20.2,11.883
2020-07-08T00:00:00,17,68.92,0,7.7,24,11
2020-07-09T00:00:00,20,68.75,0,11.6,27.5,12.417
2020-07-10T00:00:00,21.3,68.54,9.4,13.1,29.4,11.083
2020-07-11T00:00:00,15.3,89.33,1.6,9.9,18.9,1.817
2020-07-12T00:00:00,14.4,76.58,0,7.9,21.1,10.05
2020-07-13T00:00:00,15.8,66.04,0,8.2,22.3,14.817
2020-07-14T00:00:00,16.6,65.71,0,7.9,23.8,13.583
2020-07-15T00:00:00,16.2,77.75,0.2,12.7,20.5,2.4
2020-07-16T00:00:00,14.1,93.08,12.6,12.8,16.2,0.017
2020-07-17T00:00:00,15.4,80.38,0,10.1,19.9,5.183
2020-07-18T00:00:00,16,76.42,0,9.4,20.8,3.367
2020-07-19T00:00:00,19,74.83,0,12.2,25.2,10.7
2020-07-20T00:00:00,20.8,68.42,0,14.4,28.1,14.217
2020-07-21T00:00:00,19.2,76.75,6.3,11.5,27.4,10.967
2020-07-22T00:00:00,18.9,69,0,12.8,26,11.083
2020-07-23T00:00:00,18.8,72.67,0,12.2,26.1,9.283
2020-07-24T00:00:00,18.6,73.08,0.3,12.7,25.1,6.6
2020-07-25T00:00:00,19.3,71,0,13.4,25.7,7.883
2020-07-26T00:00:00,17.5,85.88,6.1,13.1,23.4,4.617
2020-07-27T00:00:00,19.8,75.46,0,10.9,26.9,13.3
2020-07-28T00:00:00,22.5,71.33,0.2,14.5,31.2,9.717
2020-07-29T00:00:00,20,62.75,0,13.5,26.6,13.917
2020-07-30T00:00:00,20.9,65.67,0,12,29.7,14.4
2020-07-31T00:00:00,22.6,64.04,0,12.5,32.2,14.367
2020-08-01T00:00:00,23.6,65.5,0,13.5,32.6,11.1
2020-08-02T00:00:00,19.2,85.63,18.7,16.5,22.6,1.083
2020-08-03T00:00:00,16.3,94.58,22.9,13.2,18.4,0
2020-08-04T00:00:00,13.4,91.58,8.1,11.4,15.4,0
2020-08-05T00:00:00,15.2,79,0,8.9,21.3,11.533
2020-08-06T00:00:00,18.2,77.46,0,10.4,25.3,14.1
2020-08-07T00:00:00,21.1,71.92,0,14.3,28,13.883
2020-08-08T00:00:00,21.3,69.96,0,12.4,30.1,13.917
2020-08-09T00:00:00,21.4,70,0,12.6,29.6,13.333
2020-08-10T00:00:00,22.1,68.42,0,13.4,30,13.65
2020-08-11T00:00:00,22.6,71.21,0,14.8,29.8,12.933
2020-08-12T00:00:00,22.3,73.88,0,15.9,28.9,12.533
2020-08-13T00:00:00,20,79.83,0.4,14.5,27.2,9.217
2020-08-14T00:00:00,20.2,81.38,0.1,16.1,24.6,5.567
2020-08-15T00:00:00,20.4,81.25,0,14.8,25.5,5.633
2020-08-16T00:00:00,19.7,82.21,7,13.2,26.8,9.817
2020-08-17T00:00:00,18.1,87.21,0.3,14.3,22.3,3.35
2020-08-18T00:00:00,17.5,84.71,10,14.4,22,4.833
2020-08-19T00:00:00,18,79.17,0,11.8,25.3,12.283
2020-08-20T00:00:00,20.4,76.08,0,11.1,29.6,11.417
2020-08-21T00:00:00,23.5,71.54,0,15,33.4,13.433
2020-08-22T00:00:00,19.8,85.96,2.5,15.9,22.9,0.3
2020-08-23T00:00:00,17.8,78.75,0,12.2,22.8,7.3
2020-08-24T00:00:00,16,74.38,0,10.8,21.6,4.817
2020-08-25T00:00:00,16.9,71.04,0,8.2,24.4,10.667
2020-08-26T00:00:00,20.7,51.63,0,11.5,26,12.433
2020-08-27T00:00:00,16.1,69.33,0,8.8,22.1,11.033
2020-08-28T00:00:00,17.4,79.83,20.6,9.6,27.2,6.133
2020-08-29T00:00:00,14.4,94.42,8.1,13.3,15.9,0.017
2020-08-30T00:00:00,13.5,94.88,7.5,10.8,15.3,0
2020-08-31T00:00:00,13.3,85.63,1.8,9.7,17.1,2.433
2020-09-01T00:00:00,13.2,91,3,10.7,16,0.167
2020-09-02T00:00:00,13,84.96,0,8.4,18.8,6.233
2020-09-03T00:00:00,14.3,79.71,0,6.7,21.2,9.85
2020-09-04T00:00:00,18.6,74.96,0,13.3,26,11.25
2020-09-05T00:00:00,18.3,81.38,10.8,11.2,25.8,8.683
2020-09-06T00:00:00,15,83.63,0,12.2,18.7,2.5
2020-09-07T00:00:00,13.9,82.96,0.1,8.9,18.6,4.55
2020-09-08T00:00:00,13.4,89.67,0.1,8.5,21.2,6.033
2020-09-09T00:00:00,14.8,83.71,0,7.7,24.1,8.9
2020-09-10T00:00:00,16.6,82.5,0,9,23.2,9.25
2020-09-11T00:00:00,16.3,85.96,0,10.3,23.3,7.867
2020-09-12T00:00:00,17,82.5,0,9.9,25.5,11.217
2020-09-13T00:00:00,17.5,79.71,0,10,25.7,11.367
2020-09-14T00:00:00,17.8,81.67,0,9.8,26,11.967
2020-09-15T00:00:00,18.3,84.13,0,10.9,28,9.3
2020-09-16T00:00:00,18.9,80.21,0,11.8,26.2,10.267
2020-09-17T00:00:00,18,78.92,0,13.5,22.2,6.817
2020-09-18T00:00:00,14,68.75,0,9,19.1,11.6
2020-09-19T00:00:00,13.1,75.83,0,5,22,11.267
2020-09-20T00:00:00,13.9,79.71,0,7.1,22,11.267
2020-09-21T00:00:00,14.9,80.21,0,7.7,23.2,11.317
2020-09-22T00:00:00,16.4,83.29,5.9,8.8,24.9,9.183
2020-09-23T00:00:00,15.8,91.5,3.6,10.4,20.1,1.667
2020-09-24T00:00:00,15.2,84.13,7.8,8.6,20.9,5
2020-09-25T00:00:00,9.3,93,24.8,5.7,13.3,0
2020-09-26T00:00:00,7.1,87.71,3.8,6.6,7.9,0
2020-09-27T00:00:00,9,73.46,0,5.1,14.6,11.5
2020-09-28T00:00:00,7.4,91.13,1.2,3,10.3,0
2020-09-29T00:00:00,9.6,93.54,0.3,4.8,12.6,1.517
2020-09-30T00:00:00,11.4,88.13,0,5.8,16.7,5.067
2020-10-01T00:00:00,10,93.29,0,4,17.7,4.8
2020-10-02T00:00:00,13.4,82.29,0,7,17.5,2.267
2020-10-03T00:00:00,12,78.83,2.4,3.3,20.1,1.717
2020-10-04T00:00:00,9.8,80.5,0.1,3.2,17.1,6.733
2020-10-05T00:00:00,11,78.08,3.2,8.6,14.7,3.7
2020-10-06T00:00:00,11.4,79.79,10.9,9.4,13.7,1.417
2020-10-07T00:00:00,10,89,8.5,8.1,12.7,2.617
2020-10-08T00:00:00,11.5,79.88,0,7.7,16.5,8.417
2020-10-09T00:00:00,12.7,85.17,0.5,7.8,18,8.217
2020-10-10T00:00:00,9.1,94.25,5.3,5.8,11.7,0
2020-10-11T00:00:00,6.6,90.38,0.1,4,9.1,1.417
2020-10-12T00:00:00,5.8,91.38,0.5,1.6,8.4,1.35
2020-10-13T00:00:00,6.6,88.83,0,4.6,10.2,2.133
2020-10-14T00:00:00,5.7,92.25,1.6,4,8,0.367
2020-10-15T00:00:00,6.9,92.79,7.9,5,8.9,0.05
2020-10-16T00:00:00,7.7,96.13,3.9,6.2,9.2,0
2020-10-17T00:00:00,6.6,92.38,0.1,5.4,8.8,0.2
2020-10-18T00:00:00,6.5,92.33,0.3,3.1,10,1.75
2020-10-19T00:00:00,6,85.17,0,1.5,11.7,5.6
2020-10-20T00:00:00,5.4,91.79,0,0.7,11.6,5.5
2020-10-21T00:00:00,9.6,87.42,0,4.5,16.8,5.633
2020-10-22T00:00:00,10.8,90.08,0.4,4.5,15.9,3.617
2020-10-23T00:00:00,13.6,87.25,8.4,9.9,18.4,2.633
2020-10-24T00:00:00,10.9,93.08,0.6,4.4,14.1,0.817
2020-10-25T00:00:00,7.5,95.5,0.2,1.9,13.9,6.883
2020-10-26T00:00:00,6.9,97,13,4.2,8.8,0
2020-10-27T00:00:00,5.6,91.5,0,1.7,10.7,3.233
2020-10-28T00:00:00,7.2,87.54,2.3,0.3,13.8,2.417
2020-10-29T00:00:00,9.5,89.29,11.2,8.1,11.3,0.65
2020-10-30T00:00:00,11.1,86.25,0,8.7,13.7,0
2020-10-31T00:00:00,10.2,88.13,0,3.1,15.2,7.8
2020-11-01T00:00:00,9.7,96,6.2,3.4,14.7,0
2020-11-02T00:00:00,15.9,82,0,12.7,19.8,2.483
2020-11-03T00:00:00,11.8,88.88,3.4,8.1,15.6,0
2020-11-04T00:00:00,7.4,92.08,0,6.4,8.4,0
